Company Name,Index,CALENDAR_YEAR,CALENDAR_QTR,USD_Value,Local_Currency,VAL_UNIT,Local_Value
Amazon,Operating Expense,2021,Q4,133952.0,USD,Million,133952.0
Amazon,Operating Income,2021,Q4,3460.0,USD,Million,3460.0
Amazon,Revenue,2021,Q4,137412.0,USD,Million,137412.0
Amazon,Tax Expense,2021,Q4,612.0,USD,Million,612.0
Amazon,Total Asset,2021,Q4,420549.0,USD,Million,420549.0
Amazon,Cost of Goods Sold,2022,Q1,66499.0,USD,Million,66499.0
Amazon,Operating Expense,2022,Q1,112775.0,USD,Million,112775.0
Amazon,Operating Income,2022,Q1,3669.0,USD,Million,3669.0
Amazon,Revenue,2022,Q1,116444.0,USD,Million,116444.0
Amazon,Tax Expense,2022,Q1,-1422.0,USD,Million,-1422.0
Amazon,Total Asset,2022,Q1,410767.0,USD,Million,410767.0
Amazon,Cost of Goods Sold,2022,Q2,66424.0,USD,Million,66424.0
Amazon,Operating Expense,2022,Q2,117917.0,USD,Million,117917.0
Amazon,Operating Income,2022,Q2,3317.0,USD,Million,3317.0
Amazon,Revenue,2022,Q2,121234.0,USD,Million,121234.0
Amazon,Tax Expense,2022,Q2,-637.0,USD,Million,-637.0
Amazon,Total Asset,2022,Q2,419728.0,USD,Million,419728.0
Amazon,Cost of Goods Sold,2022,Q3,70268.0,USD,Million,70268.0
Amazon,Operating Expense,2022,Q3,124576.0,USD,Million,124576.0
Amazon,Operating Income,2022,Q3,2525.0,USD,Million,2525.0
Amazon,Revenue,2022,Q3,127101.0,USD,Million,127101.0
Amazon,Tax Expense,2022,Q3,69.0,USD,Million,69.0
Amazon,Total Asset,2022,Q3,428362.0,USD,Million,428362.0
Amazon,Cost of Goods Sold,2022,Q4,85640.0,USD,Million,85640.0
Amazon,Operating Expense,2022,Q4,146467.0,USD,Million,146467.0
Amazon,Operating Income,2022,Q4,2737.0,USD,Million,2737.0
Amazon,Revenue,2022,Q4,149204.0,USD,Million,149204.0
Amazon,Tax Expense,2022,Q4,-1227.0,USD,Million,-1227.0
Amazon,Total Asset,2022,Q4,462675.0,USD,Million,462675.0
Amazon,Cost of Goods Sold,2023,Q1,67791.0,USD,Million,67791.0
Amazon,Operating Expense,2023,Q1,122584.0,USD,Million,122584.0
Amazon,Operating Income,2023,Q1,4774.0,USD,Million,4774.0
Amazon,Revenue,2023,Q1,127358.0,USD,Million,127358.0
Amazon,Tax Expense,2023,Q1,948.0,USD,Million,948.0
Amazon,Total Asset,2023,Q1,464378.0,USD,Million,464378.0
Amazon,Cost of Goods Sold,2023,Q2,69373.0,USD,Million,69373.0
Amazon,Operating Expense,2023,Q2,126702.0,USD,Million,126702.0
Amazon,Operating Income,2023,Q2,7681.0,USD,Million,7681.0
Amazon,Revenue,2023,Q2,134383.0,USD,Million,134383.0
Amazon,Tax Expense,2023,Q2,804.0,USD,Million,804.0
Amazon,Total Asset,2023,Q2,477607.0,USD,Million,477607.0
Amazon,Cost of Goods Sold,2023,Q3,75022.0,USD,Million,75022.0
Amazon,Operating Expense,2023,Q3,131895.0,USD,Million,131895.0
Amazon,Operating Income,2023,Q3,11188.0,USD,Million,11188.0
Amazon,Revenue,2023,Q3,143083.0,USD,Million,143083.0
Amazon,Tax Expense,2023,Q3,2306.0,USD,Million,2306.0
Amazon,Total Asset,2023,Q3,486883.0,USD,Million,486883.0
Amazon,Cost of Goods Sold,2023,Q4,92553.0,USD,Million,92553.0
Amazon,Operating Expense,2023,Q4,156752.0,USD,Million,156752.0
Amazon,Operating Income,2023,Q4,13209.0,USD,Million,13209.0
Amazon,Revenue,2023,Q4,169961.0,USD,Million,169961.0
Amazon,Tax Expense,2023,Q4,3062.0,USD,Million,3062.0
Amazon,Total Asset,2023,Q4,527854.0,USD,Million,527854.0
Amazon,Cost of Goods Sold,2024,Q1,72633.0,USD,Million,72633.0
Amazon,Operating Expense,2024,Q1,128006.0,USD,Million,128006.0
Amazon,Operating Income,2024,Q1,15307.0,USD,Million,15307.0
Amazon,Revenue,2024,Q1,143313.0,USD,Million,143313.0
Amazon,Tax Expense,2024,Q1,2467.0,USD,Million,2467.0
Amazon,Total Asset,2024,Q1,530969.0,USD,Million,530969.0
Amazon,Cost of Goods Sold,2024,Q2,73785.0,USD,Million,73785.0
Amazon,Operating Expense,2024,Q2,133305.0,USD,Million,133305.0
Amazon,Operating Income,2024,Q2,14672.0,USD,Million,14672.0
Amazon,Revenue,2024,Q2,147977.0,USD,Million,147977.0
Amazon,Tax Expense,2024,Q2,1767.0,USD,Million,1767.0
Amazon,Total Asset,2024,Q2,554818.0,USD,Million,554818.0
Amazon,Cost of Goods Sold,2024,Q3,80977.0,USD,Million,80977.0
Amazon,Operating Expense,2024,Q3,141466.0,USD,Million,141466.0
Amazon,Operating Income,2024,Q3,17411.0,USD,Million,17411.0
Amazon,Revenue,2024,Q3,158877.0,USD,Million,158877.0
Amazon,Tax Expense,2024,Q3,2706.0,USD,Million,2706.0
Amazon,Total Asset,2024,Q3,584626.0,USD,Million,584626.0
AMD,Cost of Goods Sold,2020,Q1,968.0,USD,Million,968.0
AMD,Operating Expense,2020,Q1,641.0,USD,Million,641.0
AMD,Operating Income,2020,Q1,177.0,USD,Million,177.0
AMD,Revenue,2020,Q1,1786.0,USD,Million,1786.0
AMD,Tax Expense,2020,Q1,6.0,USD,Million,6.0
AMD,Total Asset,2020,Q1,5864.0,USD,Million,5864.0
AMD,Cost of Goods Sold,2020,Q2,1084.0,USD,Million,1084.0
AMD,Operating Expense,2020,Q2,675.0,USD,Million,675.0
AMD,Operating Income,2020,Q2,173.0,USD,Million,173.0
AMD,Revenue,2020,Q2,1932.0,USD,Million,1932.0
AMD,Tax Expense,2020,Q2,4.0,USD,Million,4.0
AMD,Total Asset,2020,Q2,6583.0,USD,Million,6583.0
AMD,Cost of Goods Sold,2020,Q3,1571.0,USD,Million,1571.0
AMD,Operating Expense,2020,Q3,781.0,USD,Million,781.0
AMD,Operating Income,2020,Q3,449.0,USD,Million,449.0
AMD,Revenue,2020,Q3,2801.0,USD,Million,2801.0
AMD,Tax Expense,2020,Q3,12.0,USD,Million,12.0
AMD,Total Asset,2020,Q3,7023.0,USD,Million,7023.0
AMD,Cost of Goods Sold,2020,Q4,1793.0,USD,Million,1793.0
AMD,Operating Expense,2020,Q4,881.0,USD,Million,881.0
AMD,Operating Income,2020,Q4,570.0,USD,Million,570.0
AMD,Revenue,2020,Q4,3244.0,USD,Million,3244.0
AMD,Tax Expense,2020,Q4,-1232.0,USD,Million,-1232.0
AMD,Total Asset,2020,Q4,8962.0,USD,Million,8962.0
AMD,Cost of Goods Sold,2021,Q1,1858.0,USD,Million,1858.0
AMD,Operating Expense,2021,Q1,925.0,USD,Million,925.0
AMD,Operating Income,2021,Q1,662.0,USD,Million,662.0
AMD,Revenue,2021,Q1,3445.0,USD,Million,3445.0
AMD,Tax Expense,2021,Q1,89.0,USD,Million,89.0
AMD,Total Asset,2021,Q1,10047.0,USD,Million,10047.0
AMD,Cost of Goods Sold,2021,Q2,2020.0,USD,Million,2020.0
AMD,Operating Expense,2021,Q2,999.0,USD,Million,999.0
AMD,Operating Income,2021,Q2,831.0,USD,Million,831.0
AMD,Revenue,2021,Q2,3850.0,USD,Million,3850.0
AMD,Tax Expense,2021,Q2,113.0,USD,Million,113.0
AMD,Total Asset,2021,Q2,10691.0,USD,Million,10691.0
AMD,Cost of Goods Sold,2021,Q3,2227.0,USD,Million,2227.0
AMD,Operating Expense,2021,Q3,1138.0,USD,Million,1138.0
AMD,Operating Income,2021,Q3,948.0,USD,Million,948.0
AMD,Revenue,2021,Q3,4313.0,USD,Million,4313.0
AMD,Tax Expense,2021,Q3,82.0,USD,Million,82.0
AMD,Total Asset,2021,Q3,11153.0,USD,Million,11153.0
AMD,Cost of Goods Sold,2021,Q4,2400.0,USD,Million,2400.0
AMD,Operating Expense,2021,Q4,1219.0,USD,Million,1219.0
AMD,Operating Income,2021,Q4,1207.0,USD,Million,1207.0
AMD,Revenue,2021,Q4,4826.0,USD,Million,4826.0
AMD,Tax Expense,2021,Q4,229.0,USD,Million,229.0
AMD,Total Asset,2021,Q4,12419.0,USD,Million,12419.0
AMD,Cost of Goods Sold,2022,Q1,2883.0,USD,Million,2883.0
AMD,Operating Expense,2022,Q1,1867.0,USD,Million,1867.0
AMD,Operating Income,2022,Q1,951.0,USD,Million,951.0
AMD,Revenue,2022,Q1,5887.0,USD,Million,5887.0
AMD,Tax Expense,2022,Q1,113.0,USD,Million,113.0
AMD,Total Asset,2022,Q1,66915.0,USD,Million,66915.0
AMD,Cost of Goods Sold,2022,Q2,3115.0,USD,Million,3115.0
AMD,Operating Expense,2022,Q2,2502.0,USD,Million,2502.0
AMD,Operating Income,2022,Q2,526.0,USD,Million,526.0
AMD,Revenue,2022,Q2,6550.0,USD,Million,6550.0
AMD,Tax Expense,2022,Q2,54.0,USD,Million,54.0
AMD,Total Asset,2022,Q2,67502.0,USD,Million,67502.0
AMD,Cost of Goods Sold,2022,Q3,2799.0,USD,Million,2799.0
AMD,Operating Expense,2022,Q3,2418.0,USD,Million,2418.0
AMD,Operating Income,2022,Q3,-64.0,USD,Million,-64.0
AMD,Revenue,2022,Q3,5565.0,USD,Million,5565.0
AMD,Tax Expense,2022,Q3,-135.0,USD,Million,-135.0
AMD,Total Asset,2022,Q3,67811.0,USD,Million,67811.0
AMD,Cost of Goods Sold,2022,Q4,2753.0,USD,Million,2753.0
AMD,Operating Expense,2022,Q4,2552.0,USD,Million,2552.0
AMD,Operating Income,2022,Q4,-149.0,USD,Million,-149.0
AMD,Revenue,2022,Q4,5599.0,USD,Million,5599.0
AMD,Tax Expense,2022,Q4,-154.0,USD,Million,-154.0
AMD,Total Asset,2022,Q4,67580.0,USD,Million,67580.0
AMD,Cost of Goods Sold,2023,Q1,2689.0,USD,Million,2689.0
AMD,Operating Expense,2023,Q1,2504.0,USD,Million,2504.0
AMD,Operating Income,2023,Q1,-145.0,USD,Million,-145.0
AMD,Revenue,2023,Q1,5353.0,USD,Million,5353.0
AMD,Tax Expense,2023,Q1,13.0,USD,Million,13.0
AMD,Total Asset,2023,Q1,67634.0,USD,Million,67634.0
AMD,Cost of Goods Sold,2023,Q2,2704.0,USD,Million,2704.0
AMD,Operating Expense,2023,Q2,2463.0,USD,Million,2463.0
AMD,Operating Income,2023,Q2,-20.0,USD,Million,-20.0
AMD,Revenue,2023,Q2,5359.0,USD,Million,5359.0
AMD,Tax Expense,2023,Q2,-23.0,USD,Million,-23.0
AMD,Total Asset,2023,Q2,67967.0,USD,Million,67967.0
AMD,Cost of Goods Sold,2023,Q3,2843.0,USD,Million,2843.0
AMD,Operating Expense,2023,Q3,2523.0,USD,Million,2523.0
AMD,Operating Income,2023,Q3,224.0,USD,Million,224.0
AMD,Revenue,2023,Q3,5800.0,USD,Million,5800.0
AMD,Tax Expense,2023,Q3,-39.0,USD,Million,-39.0
AMD,Total Asset,2023,Q3,67626.0,USD,Million,67626.0
AMD,Cost of Goods Sold,2023,Q4,3042.0,USD,Million,3042.0
AMD,Operating Expense,2023,Q4,2569.0,USD,Million,2569.0
AMD,Operating Income,2023,Q4,342.0,USD,Million,342.0
AMD,Revenue,2023,Q4,6168.0,USD,Million,6168.0
AMD,Tax Expense,2023,Q4,-297.0,USD,Million,-297.0
AMD,Total Asset,2023,Q4,67885.0,USD,Million,67885.0
AMD,Cost of Goods Sold,2024,Q1,2683.0,USD,Million,2683.0
AMD,Operating Expense,2024,Q1,2524.0,USD,Million,2524.0
AMD,Operating Income,2024,Q1,36.0,USD,Million,36.0
AMD,Revenue,2024,Q1,5473.0,USD,Million,5473.0
AMD,Tax Expense,2024,Q1,-52.0,USD,Million,-52.0
AMD,Total Asset,2024,Q1,67895.0,USD,Million,67895.0
AMD,Cost of Goods Sold,2024,Q2,2740.0,USD,Million,2740.0
AMD,Operating Expense,2024,Q2,2595.0,USD,Million,2595.0
AMD,Operating Income,2024,Q2,269.0,USD,Million,269.0
AMD,Revenue,2024,Q2,5835.0,USD,Million,5835.0
AMD,Tax Expense,2024,Q2,41.0,USD,Million,41.0
AMD,Total Asset,2024,Q2,67886.0,USD,Million,67886.0
AMD,Cost of Goods Sold,2024,Q3,3167.0,USD,Million,3167.0
AMD,Operating Expense,2024,Q3,2695.0,USD,Million,2695.0
AMD,Operating Income,2024,Q3,724.0,USD,Million,724.0
AMD,Revenue,2024,Q3,6819.0,USD,Million,6819.0
AMD,Tax Expense,2024,Q3,-27.0,USD,Million,-27.0
AMD,Total Asset,2024,Q3,69636.0,USD,Million,69636.0
Amkor,Cost of Goods Sold,2020,Q1,963.71,USD,Million,963.71
Amkor,Operating Expense,2020,Q1,104.83,USD,Million,104.83
Amkor,Operating Income,2020,Q1,84.07,USD,Million,84.07
Amkor,Revenue,2020,Q1,1152.62,USD,Million,1152.62
Amkor,Tax Expense,2020,Q1,4.85,USD,Million,4.85
Amkor,Total Asset,2020,Q1,4811.64,USD,Million,4811.64
Amkor,Cost of Goods Sold,2020,Q2,980.59,USD,Million,980.59
Amkor,Operating Expense,2020,Q2,105.8,USD,Million,105.8
Amkor,Operating Income,2020,Q2,86.52,USD,Million,86.52
Amkor,Revenue,2020,Q2,1172.91,USD,Million,1172.91
Amkor,Tax Expense,2020,Q2,12.9,USD,Million,12.9
Amkor,Total Asset,2020,Q2,5115.39,USD,Million,5115.39
Amkor,Cost of Goods Sold,2020,Q3,1112.94,USD,Million,1112.94
Amkor,Operating Expense,2020,Q3,113.62,USD,Million,113.62
Amkor,Operating Income,2020,Q3,127.47,USD,Million,127.47
Amkor,Revenue,2020,Q3,1354.02,USD,Million,1354.02
Amkor,Tax Expense,2020,Q3,15.75,USD,Million,15.75
Amkor,Total Asset,2020,Q3,5136.62,USD,Million,5136.62
Amkor,Cost of Goods Sold,2020,Q4,1092.54,USD,Million,1092.54
Amkor,Operating Expense,2020,Q4,119.32,USD,Million,119.32
Amkor,Operating Income,2020,Q4,159.18,USD,Million,159.18
Amkor,Revenue,2020,Q4,1371.04,USD,Million,1371.04
Amkor,Tax Expense,2020,Q4,12.68,USD,Million,12.68
Amkor,Total Asset,2020,Q4,5022.31,USD,Million,5022.31
Amkor,Cost of Goods Sold,2021,Q1,1060.62,USD,Million,1060.62
Amkor,Operating Expense,2021,Q1,121.09,USD,Million,121.09
Amkor,Operating Income,2021,Q1,144.45,USD,Million,144.45
Amkor,Revenue,2021,Q1,1326.15,USD,Million,1326.15
Amkor,Tax Expense,2021,Q1,11.67,USD,Million,11.67
Amkor,Total Asset,2021,Q1,5053.47,USD,Million,5053.47
Amkor,Cost of Goods Sold,2021,Q2,1133.71,USD,Million,1133.71
Amkor,Operating Expense,2021,Q2,117.7,USD,Million,117.7
Amkor,Operating Income,2021,Q2,155.12,USD,Million,155.12
Amkor,Revenue,2021,Q2,1406.54,USD,Million,1406.54
Amkor,Tax Expense,2021,Q2,15.99,USD,Million,15.99
Amkor,Total Asset,2021,Q2,5567.78,USD,Million,5567.78
Amkor,Cost of Goods Sold,2021,Q3,1356.17,USD,Million,1356.17
Amkor,Operating Expense,2021,Q3,113.37,USD,Million,113.37
Amkor,Operating Income,2021,Q3,211.46,USD,Million,211.46
Amkor,Revenue,2021,Q3,1681.0,USD,Million,1681.0
Amkor,Tax Expense,2021,Q3,17.22,USD,Million,17.22
Amkor,Total Asset,2021,Q3,5770.45,USD,Million,5770.45
Amkor,Cost of Goods Sold,2021,Q4,1362.28,USD,Million,1362.28
Amkor,Operating Expense,2021,Q4,109.96,USD,Million,109.96
Amkor,Operating Income,2021,Q4,252.41,USD,Million,252.41
Amkor,Revenue,2021,Q4,1724.64,USD,Million,1724.64
Amkor,Tax Expense,2021,Q4,24.58,USD,Million,24.58
Amkor,Total Asset,2021,Q4,6038.55,USD,Million,6038.55
Amkor,Cost of Goods Sold,2022,Q1,1271.49,USD,Million,1271.49
Amkor,Operating Expense,2022,Q1,115.32,USD,Million,115.32
Amkor,Operating Income,2022,Q1,210.01,USD,Million,210.01
Amkor,Revenue,2022,Q1,1596.82,USD,Million,1596.82
Amkor,Tax Expense,2022,Q1,29.73,USD,Million,29.73
Amkor,Total Asset,2022,Q1,6225.79,USD,Million,6225.79
Amkor,Cost of Goods Sold,2022,Q2,1255.71,USD,Million,1255.71
Amkor,Operating Expense,2022,Q2,106.35,USD,Million,106.35
Amkor,Operating Income,2022,Q2,142.81,USD,Million,142.81
Amkor,Revenue,2022,Q2,1504.87,USD,Million,1504.87
Amkor,Tax Expense,2022,Q2,10.79,USD,Million,10.79
Amkor,Total Asset,2022,Q2,6390.66,USD,Million,6390.66
Amkor,Cost of Goods Sold,2022,Q3,1662.46,USD,Million,1662.46
Amkor,Operating Expense,2022,Q3,101.94,USD,Million,101.94
Amkor,Operating Income,2022,Q3,319.29,USD,Million,319.29
Amkor,Revenue,2022,Q3,2083.69,USD,Million,2083.69
Amkor,Tax Expense,2022,Q3,3.64,USD,Million,3.64
Amkor,Total Asset,2022,Q3,6693.92,USD,Million,6693.92
Amkor,Cost of Goods Sold,2022,Q4,1571.94,USD,Million,1571.94
Amkor,Operating Expense,2022,Q4,109.19,USD,Million,109.19
Amkor,Operating Income,2022,Q4,225.08,USD,Million,225.08
Amkor,Revenue,2022,Q4,1906.21,USD,Million,1906.21
Amkor,Tax Expense,2022,Q4,45.73,USD,Million,45.73
Amkor,Total Asset,2022,Q4,6821.76,USD,Million,6821.76
Amkor,Cost of Goods Sold,2023,Q1,1277.12,USD,Million,1277.12
Amkor,Operating Expense,2023,Q1,125.72,USD,Million,125.72
Amkor,Operating Income,2023,Q1,68.7,USD,Million,68.7
Amkor,Revenue,2023,Q1,1471.54,USD,Million,1471.54
Amkor,Tax Expense,2023,Q1,10.86,USD,Million,10.86
Amkor,Total Asset,2023,Q1,6581.79,USD,Million,6581.79
Amkor,Cost of Goods Sold,2023,Q2,1271.05,USD,Million,1271.05
Amkor,Operating Expense,2023,Q2,110.55,USD,Million,110.55
Amkor,Operating Income,2023,Q2,76.32,USD,Million,76.32
Amkor,Revenue,2023,Q2,1457.92,USD,Million,1457.92
Amkor,Tax Expense,2023,Q2,9.41,USD,Million,9.41
Amkor,Total Asset,2023,Q2,6638.18,USD,Million,6638.18
Amkor,Cost of Goods Sold,2023,Q3,1539.04,USD,Million,1539.04
Amkor,Operating Expense,2023,Q3,116.16,USD,Million,116.16
Amkor,Operating Income,2023,Q3,166.6,USD,Million,166.6
Amkor,Revenue,2023,Q3,1821.79,USD,Million,1821.79
Amkor,Tax Expense,2023,Q3,28.92,USD,Million,28.92
Amkor,Total Asset,2023,Q3,6734.85,USD,Million,6734.85
Amkor,Cost of Goods Sold,2023,Q4,1472.7,USD,Million,1472.7
Amkor,Operating Expense,2023,Q4,120.44,USD,Million,120.44
Amkor,Operating Income,2023,Q4,158.66,USD,Million,158.66
Amkor,Revenue,2023,Q4,1751.81,USD,Million,1751.81
Amkor,Tax Expense,2023,Q4,32.52,USD,Million,32.52
Amkor,Total Asset,2023,Q4,6771.12,USD,Million,6771.12
Amkor,Cost of Goods Sold,2024,Q1,1163.87,USD,Million,1163.87
Amkor,Operating Expense,2024,Q1,128.52,USD,Million,128.52
Amkor,Operating Income,2024,Q1,73.13,USD,Million,73.13
Amkor,Revenue,2024,Q1,1365.51,USD,Million,1365.51
Amkor,Tax Expense,2024,Q1,12.2,USD,Million,12.2
Amkor,Total Asset,2024,Q1,6685.07,USD,Million,6685.07
Amkor,Cost of Goods Sold,2024,Q2,1249.1,USD,Million,1249.1
Amkor,Operating Expense,2024,Q2,130.85,USD,Million,130.85
Amkor,Operating Income,2024,Q2,81.53,USD,Million,81.53
Amkor,Revenue,2024,Q2,1461.47,USD,Million,1461.47
Amkor,Tax Expense,2024,Q2,14.31,USD,Million,14.31
Amkor,Total Asset,2024,Q2,6865.55,USD,Million,6865.55
Amkor,Cost of Goods Sold,2024,Q3,1589.11,USD,Million,1589.11
Amkor,Operating Expense,2024,Q3,123.12,USD,Million,123.12
Amkor,Operating Income,2024,Q3,149.37,USD,Million,149.37
Amkor,Revenue,2024,Q3,1861.59,USD,Million,1861.59
Amkor,Tax Expense,2024,Q3,19.18,USD,Million,19.18
Amkor,Total Asset,2024,Q3,7029.09,USD,Million,7029.09
Apple,Cost of Goods Sold,2020,Q1,35943.0,USD,Million,35943.0
Apple,Operating Expense,2020,Q1,9517.0,USD,Million,9517.0
Apple,Operating Income,2020,Q1,12853.0,USD,Million,12853.0
Apple,Revenue,2020,Q1,58313.0,USD,Million,58313.0
Apple,Tax Expense,2020,Q1,1886.0,USD,Million,1886.0
Apple,Total Asset,2020,Q1,320400.0,USD,Million,320400.0
Apple,Cost of Goods Sold,2020,Q2,37005.0,USD,Million,37005.0
Apple,Operating Expense,2020,Q2,9589.0,USD,Million,9589.0
Apple,Operating Income,2020,Q2,13091.0,USD,Million,13091.0
Apple,Revenue,2020,Q2,59685.0,USD,Million,59685.0
Apple,Tax Expense,2020,Q2,1884.0,USD,Million,1884.0
Apple,Total Asset,2020,Q2,317344.0,USD,Million,317344.0
Apple,Cost of Goods Sold,2020,Q3,40009.0,USD,Million,40009.0
Apple,Operating Expense,2020,Q3,9914.0,USD,Million,9914.0
Apple,Operating Income,2020,Q3,14775.0,USD,Million,14775.0
Apple,Revenue,2020,Q3,64698.0,USD,Million,64698.0
Apple,Tax Expense,2020,Q3,2228.0,USD,Million,2228.0
Apple,Total Asset,2020,Q3,323888.0,USD,Million,323888.0
Apple,Cost of Goods Sold,2020,Q4,67111.0,USD,Million,67111.0
Apple,Operating Expense,2020,Q4,10794.0,USD,Million,10794.0
Apple,Operating Income,2020,Q4,33534.0,USD,Million,33534.0
Apple,Revenue,2020,Q4,111439.0,USD,Million,111439.0
Apple,Tax Expense,2020,Q4,4824.0,USD,Million,4824.0
Apple,Total Asset,2020,Q4,354054.0,USD,Million,354054.0
Apple,Cost of Goods Sold,2021,Q1,51505.0,USD,Million,51505.0
Apple,Operating Expense,2021,Q1,10576.0,USD,Million,10576.0
Apple,Operating Income,2021,Q1,27503.0,USD,Million,27503.0
Apple,Revenue,2021,Q1,89584.0,USD,Million,89584.0
Apple,Tax Expense,2021,Q1,4381.0,USD,Million,4381.0
Apple,Total Asset,2021,Q1,337158.0,USD,Million,337158.0
Apple,Cost of Goods Sold,2021,Q2,46179.0,USD,Million,46179.0
Apple,Operating Expense,2021,Q2,11129.0,USD,Million,11129.0
Apple,Operating Income,2021,Q2,24126.0,USD,Million,24126.0
Apple,Revenue,2021,Q2,81434.0,USD,Million,81434.0
Apple,Tax Expense,2021,Q2,2625.0,USD,Million,2625.0
Apple,Total Asset,2021,Q2,329840.0,USD,Million,329840.0
Apple,Cost of Goods Sold,2021,Q3,48186.0,USD,Million,48186.0
Apple,Operating Expense,2021,Q3,11388.0,USD,Million,11388.0
Apple,Operating Income,2021,Q3,23786.0,USD,Million,23786.0
Apple,Revenue,2021,Q3,83360.0,USD,Million,83360.0
Apple,Tax Expense,2021,Q3,2697.0,USD,Million,2697.0
Apple,Total Asset,2021,Q3,351002.0,USD,Million,351002.0
Apple,Cost of Goods Sold,2021,Q4,69702.0,USD,Million,69702.0
Apple,Operating Expense,2021,Q4,12755.0,USD,Million,12755.0
Apple,Operating Income,2021,Q4,41488.0,USD,Million,41488.0
Apple,Revenue,2021,Q4,123945.0,USD,Million,123945.0
Apple,Tax Expense,2021,Q4,6611.0,USD,Million,6611.0
Apple,Total Asset,2021,Q4,381191.0,USD,Million,381191.0
Apple,Cost of Goods Sold,2022,Q1,54719.0,USD,Million,54719.0
Apple,Operating Expense,2022,Q1,12580.0,USD,Million,12580.0
Apple,Operating Income,2022,Q1,29979.0,USD,Million,29979.0
Apple,Revenue,2022,Q1,97278.0,USD,Million,97278.0
Apple,Tax Expense,2022,Q1,5129.0,USD,Million,5129.0
Apple,Total Asset,2022,Q1,350662.0,USD,Million,350662.0
Apple,Cost of Goods Sold,2022,Q2,47074.0,USD,Million,47074.0
Apple,Operating Expense,2022,Q2,12809.0,USD,Million,12809.0
Apple,Operating Income,2022,Q2,23076.0,USD,Million,23076.0
Apple,Revenue,2022,Q2,82959.0,USD,Million,82959.0
Apple,Tax Expense,2022,Q2,3624.0,USD,Million,3624.0
Apple,Total Asset,2022,Q2,336309.0,USD,Million,336309.0
Apple,Cost of Goods Sold,2022,Q3,52051.0,USD,Million,52051.0
Apple,Operating Expense,2022,Q3,13201.0,USD,Million,13201.0
Apple,Operating Income,2022,Q3,24894.0,USD,Million,24894.0
Apple,Revenue,2022,Q3,90146.0,USD,Million,90146.0
Apple,Tax Expense,2022,Q3,3936.0,USD,Million,3936.0
