Company Name,Index,CALENDAR_YEAR,CALENDAR_QTR,USD_Value,Local_Currency,VAL_UNIT,Local_Value
Baidu,Cost of Goods Sold,2021,Q4,2706.59,CNY,Million,17289.0
Baidu,Operating Expense,2021,Q4,4873.39,CNY,Million,31130.0
Baidu,Operating Income,2021,Q4,306.52,CNY,Million,1958.0
Baidu,Revenue,2021,Q4,5179.91,CNY,Million,33088.0
Baidu,Tax Expense,2021,Q4,202.73,CNY,Million,1295.0
Baidu,Total Asset,2021,Q4,59790.44,CNY,Million,380034.0
Baidu,Cost of Goods Sold,2022,Q1,2449.39,CNY,Million,15546.0
Baidu,Operating Expense,2022,Q1,4066.56,CNY,Million,25810.0
Baidu,Operating Income,2022,Q1,409.81,CNY,Million,2601.0
Baidu,Revenue,2022,Q1,4476.36,CNY,Million,28411.0
Baidu,Tax Expense,2022,Q1,61.6,CNY,Million,391.0
Baidu,Total Asset,2022,Q1,59248.11,CNY,Million,375633.0
Baidu,Cost of Goods Sold,2022,Q2,2292.93,CNY,Million,15171.0
Baidu,Operating Expense,2022,Q2,3966.94,CNY,Million,26247.0
Baidu,Operating Income,2022,Q2,513.87,CNY,Million,3400.0
Baidu,Revenue,2022,Q2,4480.81,CNY,Million,29647.0
Baidu,Tax Expense,2022,Q2,3.78,CNY,Million,25.0
Baidu,Total Asset,2022,Q2,57486.45,CNY,Million,385119.0
Baidu,Cost of Goods Sold,2022,Q3,2376.21,CNY,Million,16273.0
Baidu,Operating Expense,2022,Q3,3975.14,CNY,Million,27223.0
Baidu,Operating Income,2022,Q3,776.4,CNY,Million,5317.0
Baidu,Revenue,2022,Q3,4751.54,CNY,Million,32540.0
Baidu,Tax Expense,2022,Q3,132.59,CNY,Million,908.0
Baidu,Total Asset,2022,Q3,54670.95,CNY,Million,389033.0
Baidu,Cost of Goods Sold,2022,Q4,2383.62,CNY,Million,16945.0
Baidu,Operating Expense,2022,Q4,4006.8,CNY,Million,28484.0
Baidu,Operating Income,2022,Q4,646.09,CNY,Million,4593.0
Baidu,Revenue,2022,Q4,4652.89,CNY,Million,33077.0
Baidu,Tax Expense,2022,Q4,176.4,CNY,Million,1254.0
Baidu,Total Asset,2022,Q4,56674.25,CNY,Million,390973.0
Baidu,Cost of Goods Sold,2023,Q1,2213.23,CNY,Million,15152.0
Baidu,Operating Expense,2023,Q1,3821.74,CNY,Million,26164.0
Baidu,Operating Income,2023,Q1,727.42,CNY,Million,4980.0
Baidu,Revenue,2023,Q1,4549.16,CNY,Million,31144.0
Baidu,Tax Expense,2023,Q1,174.26,CNY,Million,1193.0
Baidu,Total Asset,2023,Q1,58375.16,CNY,Million,400979.0
Baidu,Cost of Goods Sold,2023,Q2,2303.99,CNY,Million,16167.0
Baidu,Operating Expense,2023,Q2,4110.9,CNY,Million,28846.0
Baidu,Operating Income,2023,Q2,742.49,CNY,Million,5210.0
Baidu,Revenue,2023,Q2,4853.38,CNY,Million,34056.0
Baidu,Tax Expense,2023,Q2,180.99,CNY,Million,1270.0
Baidu,Total Asset,2023,Q2,56015.05,CNY,Million,406322.0
Baidu,Cost of Goods Sold,2023,Q3,2249.33,CNY,Million,16294.0
Baidu,Operating Expense,2023,Q3,3889.19,CNY,Million,28173.0
Baidu,Operating Income,2023,Q3,866.11,CNY,Million,6274.0
Baidu,Revenue,2023,Q3,4755.3,CNY,Million,34447.0
Baidu,Tax Expense,2023,Q3,176.98,CNY,Million,1282.0
Baidu,Total Asset,2023,Q3,56321.46,CNY,Million,411034.0
Baidu,Cost of Goods Sold,2023,Q4,2413.33,CNY,Million,17418.0
Baidu,Operating Expense,2023,Q4,4095.51,CNY,Million,29559.0
Baidu,Operating Income,2023,Q4,747.08,CNY,Million,5392.0
Baidu,Revenue,2023,Q4,4842.59,CNY,Million,34951.0
Baidu,Tax Expense,2023,Q4,-13.3,CNY,Million,-96.0
Baidu,Total Asset,2023,Q4,57280.32,CNY,Million,406759.0
Baidu,Cost of Goods Sold,2024,Q1,2127.19,CNY,Million,15291.0
Baidu,Operating Expense,2024,Q1,3620.99,CNY,Million,26029.0
Baidu,Operating Income,2024,Q1,762.9,CNY,Million,5484.0
Baidu,Revenue,2024,Q1,4383.89,CNY,Million,31513.0
Baidu,Tax Expense,2024,Q1,122.84,CNY,Million,883.0
Baidu,Total Asset,2024,Q1,57418.17,CNY,Million,414697.0
Baidu,Cost of Goods Sold,2024,Q2,2264.48,CNY,Million,16398.0
Baidu,Operating Expense,2024,Q2,3864.85,CNY,Million,27987.0
Baidu,Operating Income,2024,Q2,820.83,CNY,Million,5944.0
Baidu,Revenue,2024,Q2,4685.69,CNY,Million,33931.0
Baidu,Tax Expense,2024,Q2,156.19,CNY,Million,1131.0
Baidu,Total Asset,2024,Q2,57177.63,CNY,Million,415527.0
Baidu,Cost of Goods Sold,2024,Q3,2288.09,CNY,Million,16399.0
Baidu,Operating Expense,2024,Q3,3855.39,CNY,Million,27632.0
Baidu,Operating Income,2024,Q3,826.69,CNY,Million,5925.0
Baidu,Revenue,2024,Q3,4682.08,CNY,Million,33557.0
Baidu,Tax Expense,2024,Q3,113.57,CNY,Million,814.0
Baidu,Total Asset,2024,Q3,59457.73,CNY,Million,417316.0
Tencent,Cost of Goods Sold,2020,Q1,7918.26,CNY,Million,55271.0
Tencent,Operating Expense,2020,Q1,2821.27,CNY,Million,19693.0
Tencent,Operating Income,2020,Q1,5337.96,CNY,Million,37260.0
Tencent,Revenue,2020,Q1,15481.66,CNY,Million,108065.0
Tencent,Tax Expense,2020,Q1,844.1,CNY,Million,5892.0
Tencent,Total Asset,2020,Q1,143307.26,CNY,Million,1014945.0
Tencent,Cost of Goods Sold,2020,Q2,8701.8,CNY,Million,61673.0
Tencent,Operating Expense,2020,Q2,2496.12,CNY,Million,17691.0
Tencent,Operating Income,2020,Q2,5546.61,CNY,Million,39311.0
Tencent,Revenue,2020,Q2,16209.5,CNY,Million,114883.0
Tencent,Tax Expense,2020,Q2,-642.97,CNY,Million,-4557.0
Tencent,Total Asset,2020,Q2,164115.83,CNY,Million,1159544.0
Tencent,Cost of Goods Sold,2020,Q3,9947.41,CNY,Million,68800.0
Tencent,Operating Expense,2020,Q3,2556.11,CNY,Million,17679.0
Tencent,Operating Income,2020,Q3,6354.92,CNY,Million,43953.0
Tencent,Revenue,2020,Q3,18137.68,CNY,Million,125447.0
Tencent,Tax Expense,2020,Q3,829.77,CNY,Million,5739.0
Tencent,Total Asset,2020,Q3,175236.19,CNY,Million,1190029.0
Tencent,Cost of Goods Sold,2020,Q4,11322.45,CNY,Million,74788.0
Tencent,Operating Expense,2020,Q4,-470.68,CNY,Million,-3109.0
Tencent,Operating Income,2020,Q4,9645.76,CNY,Million,63713.0
Tencent,Revenue,2020,Q4,20236.67,CNY,Million,133669.0
Tencent,Tax Expense,2020,Q4,561.52,CNY,Million,3709.0
Tencent,Total Asset,2020,Q4,204287.44,CNY,Million,1333425.0
Tencent,Cost of Goods Sold,2021,Q1,11207.06,CNY,Million,72668.0
Tencent,Operating Expense,2021,Q1,1643.4,CNY,Million,10656.0
Tencent,Operating Income,2021,Q1,8678.58,CNY,Million,56273.0
Tencent,Revenue,2021,Q1,20866.8,CNY,Million,135303.0
Tencent,Tax Expense,2021,Q1,1117.5,CNY,Million,7246.0
Tencent,Total Asset,2021,Q1,217176.06,CNY,Million,1423133.0
Tencent,Cost of Goods Sold,2021,Q2,11695.23,CNY,Million,75514.0
Tencent,Operating Expense,2021,Q2,2418.99,CNY,Million,15619.0
Tencent,Operating Income,2021,Q2,8128.93,CNY,Million,52487.0
Tencent,Revenue,2021,Q2,21412.87,CNY,Million,138259.0
Tencent,Tax Expense,2021,Q2,567.77,CNY,Million,3666.0
Tencent,Total Asset,2021,Q2,235051.11,CNY,Million,1517772.0
Tencent,Cost of Goods Sold,2021,Q3,12305.37,CNY,Million,79621.0
Tencent,Operating Expense,2021,Q3,2174.2,CNY,Million,14068.0
Tencent,Operating Income,2021,Q3,8212.28,CNY,Million,53137.0
Tencent,Revenue,2021,Q3,22002.87,CNY,Million,142368.0
Tencent,Tax Expense,2021,Q3,842.6,CNY,Million,5452.0
Tencent,Total Asset,2021,Q3,243232.37,CNY,Million,1567584.0
Tencent,Cost of Goods Sold,2021,Q4,13521.34,CNY,Million,86371.0
Tencent,Operating Expense,2021,Q4,-7062.58,CNY,Million,-45114.0
Tencent,Operating Income,2021,Q4,17177.09,CNY,Million,109723.0
Tencent,Revenue,2021,Q4,22572.57,CNY,Million,144188.0
Tencent,Tax Expense,2021,Q4,608.66,CNY,Million,3888.0
Tencent,Total Asset,2021,Q4,253671.91,CNY,Million,1612364.0
Tencent,Cost of Goods Sold,2022,Q1,12352.03,CNY,Million,78397.0
Tencent,Operating Expense,2022,Q1,3869.14,CNY,Million,24557.0
Tencent,Operating Income,2022,Q1,5863.82,CNY,Million,37217.0
Tencent,Revenue,2022,Q1,21344.47,CNY,Million,135471.0
Tencent,Tax Expense,2022,Q1,830.17,CNY,Million,5269.0
Tencent,Total Asset,2022,Q1,235671.61,CNY,Million,1494158.0
Tencent,Cost of Goods Sold,2022,Q2,11511.79,CNY,Million,76167.0
Tencent,Operating Expense,2022,Q2,4925.76,CNY,Million,32591.0
Tencent,Operating Income,2022,Q2,4544.29,CNY,Million,30067.0
Tencent,Revenue,2022,Q2,20257.74,CNY,Million,134034.0
Tencent,Tax Expense,2022,Q2,690.4,CNY,Million,4568.0
Tencent,Total Asset,2022,Q2,217883.81,CNY,Million,1459669.0
Tencent,Cost of Goods Sold,2022,Q3,11405.74,CNY,Million,78110.0
Tencent,Operating Expense,2022,Q3,2237.63,CNY,Million,15324.0
Tencent,Operating Income,2022,Q3,7533.69,CNY,Million,51593.0
Tencent,Revenue,2022,Q3,20456.6,CNY,Million,140093.0
Tencent,Tax Expense,2022,Q3,1037.34,CNY,Million,7104.0
Tencent,Total Asset,2022,Q3,207723.97,CNY,Million,1478143.0
Tencent,Cost of Goods Sold,2022,Q4,11694.04,CNY,Million,83132.0
Tencent,Operating Expense,2022,Q4,-7034.68,CNY,Million,-50009.0
Tencent,Operating Income,2022,Q4,16434.14,CNY,Million,116829.0
Tencent,Revenue,2022,Q4,20390.44,CNY,Million,144954.0
Tencent,Tax Expense,2022,Q4,643.56,CNY,Million,4575.0
Tencent,Total Asset,2022,Q4,228761.05,CNY,Million,1578131.0
Tencent,Cost of Goods Sold,2023,Q1,11948.99,CNY,Million,81804.0
Tencent,Operating Expense,2023,Q1,4900.89,CNY,Million,33552.0
Tencent,Operating Income,2023,Q1,5905.4,CNY,Million,40429.0
Tencent,Revenue,2023,Q1,21908.23,CNY,Million,149986.0
Tencent,Tax Expense,2023,Q1,1674.68,CNY,Million,11465.0
Tencent,Total Asset,2023,Q1,220877.27,CNY,Million,1517206.0
Tencent,Cost of Goods Sold,2023,Q2,11168.37,CNY,Million,78368.0
Tencent,Operating Expense,2023,Q2,5293.46,CNY,Million,37144.0
Tencent,Operating Income,2023,Q2,5743.23,CNY,Million,40300.0
Tencent,Revenue,2023,Q2,21263.91,CNY,Million,149208.0
Tencent,Tax Expense,2023,Q2,1588.29,CNY,Million,11145.0
Tencent,Total Asset,2023,Q2,211958.28,CNY,Million,1537503.0
Tencent,Cost of Goods Sold,2023,Q3,10781.73,CNY,Million,78102.0
Tencent,Operating Expense,2023,Q3,4715.27,CNY,Million,34157.0
Tencent,Operating Income,2023,Q3,6691.82,CNY,Million,48475.0
Tencent,Revenue,2023,Q3,21345.49,CNY,Million,154625.0
Tencent,Tax Expense,2023,Q3,1519.62,CNY,Million,11008.0
Tencent,Total Asset,2023,Q3,211185.67,CNY,Million,1541233.0
Tencent,Cost of Goods Sold,2023,Q4,10756.2,CNY,Million,77632.0
Tencent,Operating Expense,2023,Q4,5307.71,CNY,Million,38308.0
Tencent,Operating Income,2023,Q4,5736.26,CNY,Million,41401.0
Tencent,Revenue,2023,Q4,21502.98,CNY,Million,155196.0
Tencent,Tax Expense,2023,Q4,1338.15,CNY,Million,9658.0
Tencent,Total Asset,2023,Q4,222109.78,CNY,Million,1577246.0
Tencent,Cost of Goods Sold,2024,Q1,10521.3,CNY,Million,75631.0
Tencent,Operating Expense,2024,Q1,4502.69,CNY,Million,32367.0
Tencent,Operating Income,2024,Q1,7311.26,CNY,Million,52556.0
Tencent,Revenue,2024,Q1,22188.76,CNY,Million,159501.0
Tencent,Tax Expense,2024,Q1,1971.1,CNY,Million,14169.0
Tencent,Total Asset,2024,Q1,227995.82,CNY,Million,1646677.0
Tencent,Cost of Goods Sold,2024,Q2,10387.76,CNY,Million,75222.0
Tencent,Operating Expense,2024,Q2,5182.28,CNY,Million,37527.0
Tencent,Operating Income,2024,Q2,7005.82,CNY,Million,50732.0
Tencent,Revenue,2024,Q2,22249.39,CNY,Million,161117.0
Tencent,Tax Expense,2024,Q2,1404.15,CNY,Million,10168.0
Tencent,Total Asset,2024,Q2,227728.32,CNY,Million,1654970.0
Tencent,Cost of Goods Sold,2024,Q3,10933.97,CNY,Million,78365.0
Tencent,Operating Expense,2024,Q3,5367.43,CNY,Million,38469.0
Tencent,Operating Income,2024,Q3,7441.35,CNY,Million,53333.0
Tencent,Revenue,2024,Q3,23327.8,CNY,Million,167193.0
Tencent,Tax Expense,2024,Q3,1241.78,CNY,Million,8900.0
Tencent,Total Asset,2024,Q3,245537.92,CNY,Million,1723357.0
Baidu,Gross Profit Margin (%),2020,Q1,34.85473497449546,CNY,Million,34.85473497449546
Baidu,Gross Profit Margin (%),2020,Q2,49.55058769301682,CNY,Million,49.55058769301682
Baidu,Gross Profit Margin (%),2020,Q3,54.6082459620289,CNY,Million,54.6082459620289
Baidu,Gross Profit Margin (%),2020,Q4,52.01401050788091,CNY,Million,52.01401050788091
Baidu,Gross Profit Margin (%),2021,Q1,46.67661903746357,CNY,Million,46.67661903746357
Baidu,Gross Profit Margin (%),2021,Q2,49.291866028708135,CNY,Million,49.291866028708135
Baidu,Gross Profit Margin (%),2021,Q3,49.481532533441936,CNY,Million,49.481532533441936
Baidu,Gross Profit Margin (%),2021,Q4,47.748428433268856,CNY,Million,47.748428433268856
Baidu,Gross Profit Margin (%),2022,Q1,45.28175706592517,CNY,Million,45.28175706592517
Baidu,Gross Profit Margin (%),2022,Q2,48.82787465848146,CNY,Million,48.82787465848146
Baidu,Gross Profit Margin (%),2022,Q3,49.990780577750456,CNY,Million,49.990780577750456
Baidu,Gross Profit Margin (%),2022,Q4,48.77104936965263,CNY,Million,48.77104936965263
Baidu,Gross Profit Margin (%),2023,Q1,51.34857436424352,CNY,Million,51.34857436424352
Baidu,Gross Profit Margin (%),2023,Q2,52.52818886539817,CNY,Million,52.52818886539817
Baidu,Gross Profit Margin (%),2023,Q3,52.69834818706999,CNY,Million,52.69834818706999
Baidu,Gross Profit Margin (%),2023,Q4,50.16451603673715,CNY,Million,50.16451603673715
Baidu,Gross Profit Margin (%),2024,Q1,51.47716815282581,CNY,Million,51.47716815282581
Baidu,Gross Profit Margin (%),2024,Q2,51.6725118623088,CNY,Million,51.6725118623088
Baidu,Gross Profit Margin (%),2024,Q3,51.130911583276216,CNY,Million,51.130911583276216
Tencent,Gross Profit Margin (%),2020,Q1,48.853930504788785,CNY,Million,48.853930504788785
Tencent,Gross Profit Margin (%),2020,Q2,46.31668741241089,CNY,Million,46.31668741241089
Tencent,Gross Profit Margin (%),2020,Q3,45.15612170876944,CNY,Million,45.15612170876944
Tencent,Gross Profit Margin (%),2020,Q4,44.04985449131811,CNY,Million,44.04985449131811
Tencent,Gross Profit Margin (%),2021,Q1,46.292395586202815,CNY,Million,46.292395586202815
Tencent,Gross Profit Margin (%),2021,Q2,45.38221743249987,CNY,Million,45.38221743249987
Tencent,Gross Profit Margin (%),2021,Q3,44.073808721060914,CNY,Million,44.073808721060914
Tencent,Gross Profit Margin (%),2021,Q4,40.09834382889006,CNY,Million,40.09834382889006
Tencent,Gross Profit Margin (%),2022,Q1,42.13004997379513,CNY,Million,42.13004997379513
Tencent,Gross Profit Margin (%),2022,Q2,43.17337392005013,CNY,Million,43.17337392005013
Tencent,Gross Profit Margin (%),2022,Q3,44.24418065142441,CNY,Million,44.24418065142441
Tencent,Gross Profit Margin (%),2022,Q4,42.649392220980445,CNY,Million,42.649392220980445
Tencent,Gross Profit Margin (%),2023,Q1,45.45890949821983,CNY,Million,45.45890949821983
Tencent,Gross Profit Margin (%),2023,Q2,47.47734705913892,CNY,Million,47.47734705913892
Tencent,Gross Profit Margin (%),2023,Q3,49.48940986257074,CNY,Million,49.48940986257074
Tencent,Gross Profit Margin (%),2023,Q4,49.97809221887162,CNY,Million,49.97809221887162
Tencent,Gross Profit Margin (%),2024,Q1,52.58274242794716,CNY,Million,52.58274242794716
Tencent,Gross Profit Margin (%),2024,Q2,53.31218927859879,CNY,Million,53.31218927859879
Tencent,Gross Profit Margin (%),2024,Q3,53.12901855938945,CNY,Million,53.12901855938945
Baidu,Operating Margin (%),2020,Q1,-1.9383455311599025,CNY,Million,-1.9383455311599025
Baidu,Operating Margin (%),2020,Q2,13.997080740570023,CNY,Million,13.997080740570023
Baidu,Operating Margin (%),2020,Q3,21.805043921790876,CNY,Million,21.805043921790876
Baidu,Operating Margin (%),2020,Q4,16.44582493473879,CNY,Million,16.44582493473879
Baidu,Operating Margin (%),2021,Q1,9.913272197341296,CNY,Million,9.913272197341296
Baidu,Operating Margin (%),2021,Q2,11.046251993620416,CNY,Million,11.046251993620416
Baidu,Operating Margin (%),2021,Q3,7.230349926380752,CNY,Million,7.230349926380752
Baidu,Operating Margin (%),2021,Q4,5.917553191489362,CNY,Million,5.917553191489362
Baidu,Operating Margin (%),2022,Q1,9.154904790398085,CNY,Million,9.154904790398085
Baidu,Operating Margin (%),2022,Q2,11.468276722771275,CNY,Million,11.468276722771275
Baidu,Operating Margin (%),2022,Q3,16.339889366933004,CNY,Million,16.339889366933004
Baidu,Operating Margin (%),2022,Q4,13.885781660972881,CNY,Million,13.885781660972881
Baidu,Operating Margin (%),2023,Q1,15.990238890315952,CNY,Million,15.990238890315952
Baidu,Operating Margin (%),2023,Q2,15.298332158797276,CNY,Million,15.298332158797276
Baidu,Operating Margin (%),2023,Q3,18.213487386419715,CNY,Million,18.213487386419715
Baidu,Operating Margin (%),2023,Q4,15.427312523246831,CNY,Million,15.427312523246831
Baidu,Operating Margin (%),2024,Q1,17.402341890648305,CNY,Million,17.402341890648305
Baidu,Operating Margin (%),2024,Q2,17.517903981609738,CNY,Million,17.517903981609738
Baidu,Operating Margin (%),2024,Q3,17.656524719134605,CNY,Million,17.656524719134605
Tencent,Operating Margin (%),2020,Q1,34.4792486003794,CNY,Million,34.4792486003794
Tencent,Operating Margin (%),2020,Q2,34.21829165324722,CNY,Million,34.21829165324722
Tencent,Operating Margin (%),2020,Q3,35.0371073042799,CNY,Million,35.0371073042799
Tencent,Operating Margin (%),2020,Q4,47.66475398185069,CNY,Million,47.66475398185069
Tencent,Operating Margin (%),2021,Q1,41.590356459206376,CNY,Million,41.590356459206376
Tencent,Operating Margin (%),2021,Q2,37.96280893106416,CNY,Million,37.96280893106416
Tencent,Operating Margin (%),2021,Q3,37.32369633625534,CNY,Million,37.32369633625534
Tencent,Operating Margin (%),2021,Q4,76.09717868338558,CNY,Million,76.09717868338558
Tencent,Operating Margin (%),2022,Q1,27.472300344723227,CNY,Million,27.472300344723227
Tencent,Operating Margin (%),2022,Q2,22.43236790665055,CNY,Million,22.43236790665055
Tencent,Operating Margin (%),2022,Q3,36.82767875625477,CNY,Million,36.82767875625477
Tencent,Operating Margin (%),2022,Q4,80.59729293431019,CNY,Million,80.59729293431019
Tencent,Operating Margin (%),2023,Q1,26.95518248369848,CNY,Million,26.95518248369848
Tencent,Operating Margin (%),2023,Q2,27.009275642056725,CNY,Million,27.009275642056725
Tencent,Operating Margin (%),2023,Q3,31.350040420371865,CNY,Million,31.350040420371865
Tencent,Operating Margin (%),2023,Q4,26.676589602824812,CNY,Million,26.676589602824812
Tencent,Operating Margin (%),2024,Q1,32.95026363471075,CNY,Million,32.95026363471075
Tencent,Operating Margin (%),2024,Q2,31.48767665733597,CNY,Million,31.48767665733597
Tencent,Operating Margin (%),2024,Q3,31.899062759804536,CNY,Million,31.899062759804536
